LFQ intensity M10/S1	LFQ intensity M10/S2	LFQ intensity M10/S3	LFQ intensity M10/S5	LFQ intensity M11/G1	LFQ intensity M11/G2	LFQ intensity M11/G4	LFQ intensity M11/G5	LFQ intensity M12/S1	LFQ intensity M12/S4	LFQ intensity M13/G1	LFQ intensity M13/G2	LFQ intensity M13/G3	LFQ intensity M13/G4	LFQ intensity M13/G5	LFQ intensity M14/S3	LFQ intensity M14/S4	LFQ intensity M14/S5	LFQ intensity M15/S1	LFQ intensity M15/S10	LFQ intensity M15/S11	LFQ intensity M15/S2	LFQ intensity M15/S3	LFQ intensity M15/S4	LFQ intensity M15/S5	LFQ intensity M15/S6	LFQ intensity M15/S7	LFQ intensity M15/S8	LFQ intensity M15/S9	LFQ intensity M16/G1	LFQ intensity M16/G2	LFQ intensity M16/G3	LFQ intensity M16/G4	LFQ intensity M16/G5	LFQ intensity M17/G1	LFQ intensity M17/G2	LFQ intensity M17/G3	LFQ intensity M17/G4	LFQ intensity M17/G5	LFQ intensity M18/S1	LFQ intensity M18/S2	LFQ intensity M18/S3	LFQ intensity M18/S4	LFQ intensity M19/S1	LFQ intensity M19/S2	LFQ intensity M19/S3	LFQ intensity M19/S4	LFQ intensity M19/S5	LFQ intensity M19/S6	LFQ intensity M20/G1	LFQ intensity M20/G2	LFQ intensity M20/G3	LFQ intensity M20/G4	LFQ intensity M20/G5	LFQ intensity M20/G6	LFQ intensity M21/G2	LFQ intensity M21/G3	LFQ intensity M21/G4	LFQ intensity M23/G1	LFQ intensity M23/G10	LFQ intensity M23/G2	LFQ intensity M23/G3	LFQ intensity M23/G4	LFQ intensity M23/G5	LFQ intensity M23/G6	LFQ intensity M23/G7	LFQ intensity M23/G8	LFQ intensity M23/G9	LFQ intensity M24/S3	LFQ intensity M24/S4	LFQ intensity M24/S8	LFQ intensity M25/G1	LFQ intensity M25/G2	LFQ intensity M25/G3	LFQ intensity M25/G5	LFQ intensity M25/G6	LFQ intensity M25/G7	LFQ intensity M26/S1	LFQ intensity M26/S2	LFQ intensity M26/S3	LFQ intensity M26/S4	LFQ intensity M27/S1	LFQ intensity M27/S2	LFQ intensity M27/S3	LFQ intensity M27/S4	LFQ intensity M27/S5	LFQ intensity M27/S6	LFQ intensity M29/S1	LFQ intensity M29/S2	LFQ intensity M29/S3	LFQ intensity M29/S4	LFQ intensity M4/G1	LFQ intensity M4/G2	LFQ intensity M4/G3	LFQ intensity M4/G4	LFQ intensity M5/S1	LFQ intensity M5/S2	LFQ intensity M5/S3	LFQ intensity M5/S4	LFQ intensity M5/S5	LFQ intensity M5/S6	LFQ intensity M6/G1	LFQ intensity M6/G2	LFQ intensity M6/G3	LFQ intensity M6/G4	LFQ intensity M6/G5	LFQ intensity M6/G6	LFQ intensity M6/G7	LFQ intensity M6/G8	LFQ intensity M6/G9	LFQ intensity M7/S1	LFQ intensity M7/S3	LFQ intensity M7/S4	LFQ intensity M7/S5	LFQ intensity M7/S6	LFQ intensity M8/G1	LFQ intensity M8/G2	LFQ intensity M8/G3	LFQ intensity M8/G4	LFQ intensity M8/G5	LFQ intensity M8/G6	LFQ intensity M9/S1	LFQ intensity M9/S10	LFQ intensity M9/S11	LFQ intensity M9/S12	LFQ intensity M9/S3	LFQ intensity M9/S4	LFQ intensity M9/S6	LFQ intensity M9/S7	LFQ intensity M9/S8	LFQ intensity M9/S9	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names
17009000	0	12985000	0	24306000	16077000	14913000	18443000	13329000	20033000	12950000	19071000	14243000	0	16385000	18212000	14529000	16808000	15119000	0	0	12679000	17567000	0	11809000	27428000	15326000	11094000	9727700	0	8787100	11284000	0	0	14809000	19335000	0	14038000	12156000	0	14838000	13918000	0	14690000	27458000	18175000	13587000	0	20063000	0	17110000	11685000	14637000	16385000	16842000	16773000	20961000	22896000	0	9091500	14703000	19070000	16002000	0	12340000	0	13747000	13044000	10169000	0	12863000	15828000	10886000	0	22657000	17416000	13723000	0	0	16486000	12558000	0	6290400	10254000	15946000	21157000	14141000	13202000	15111000	0	9436400	0	11189000	14812000	13590000	16958000	9146100	0	0	0	15008000	16408000	15393000	18308000	24518000	0	15195000	19994000	0	24070000	14922000	16067000	0	16832000	0	32217000	0	10377000	17779000	0	15495000	17492000	15728000	18308000	13074000	24100000	0	17872000	12219000	24710000	19305000	15	15	14	22.1	22.1	21.2	155.59	0	29.424	914450000	110	Q5SSZ5	Q5SSZ5	Tensin-3	Tns3
56575000	0	59916000	33973000	41238000	104590000	28314000	57416000	26652000	56055000	34308000	0	40628000	30378000	0	0	53419000	33087000	32578000	43159000	0	0	53748000	0	55410000	40233000	0	0	0	0	65580000	0	0	33884000	73081000	31591000	0	50926000	51704000	0	0	0	0	0	41754000	30290000	0	0	63757000	53356000	0	0	36820000	63869000	0	148300000	60870000	0	0	0	42725000	0	46277000	29606000	87231000	0	0	55889000	0	0	0	46867000	0	57095000	40594000	61423000	0	32686000	0	44008000	76259000	0	44781000	0	0	43277000	0	23096000	39141000	0	0	94883000	88383000	65090000	0	0	0	0	0	22992000	0	0	66741000	0	33554000	0	21706000	0	44046000	52407000	40484000	0	0	0	0	58417000	0	0	0	49061000	52561000	33636000	50424000	0	0	0	0	39799000	31167000	56475000	36724000	14	14	14	36	36	36	68.489	0	18.478	1056400000	78	Q8CJ53	Q8CJ53	Cdc42-interacting protein 4	Trip10
38165000	21423000	23005000	0	20288000	29060000	16896000	23943000	26947000	22698000	30615000	25663000	18804000	21828000	24413000	26710000	27945000	27260000	17358000	25516000	14648000	0	25549000	0	23819000	28056000	16358000	12089000	34488000	26546000	25642000	33731000	0	21721000	32771000	34113000	0	0	46225000	16423000	22913000	19018000	0	20372000	21460000	0	27363000	16212000	31612000	22785000	0	17315000	39883000	30187000	29202000	48762000	31635000	19705000	11770000	16986000	26266000	18562000	35196000	13703000	26560000	11501000	26790000	33522000	0	10095000	28604000	17947000	29806000	24800000	34224000	0	30875000	32343000	0	26181000	44120000	0	22743000	25948000	29152000	27677000	14562000	29672000	20543000	21073000	10326000	28142000	46868000	35321000	23752000	20589000	28034000	10256000	25837000	32178000	32105000	31600000	21811000	38856000	21059000	0	19044000	31841000	11418000	35297000	26256000	32466000	0	15746000	0	58139000	30809000	32304000	27212000	20227000	38061000	23789000	23581000	21461000	31886000	29678000	20791000	29121000	16664000	31214000	32680000	14	14	14	51.7	51.7	51.7	50.73	0	105.16	1654600000	243	Q3TMB5;B2RS30;Q9Z1Y4	Q3TMB5;B2RS30;Q9Z1Y4	Thyroid receptor-interacting protein 6	Trip6
147470000	76038000	111160000	130490000	142340000	118300000	112830000	171280000	130390000	96112000	134320000	144880000	108800000	110530000	122290000	110350000	118030000	118380000	112350000	84188000	96779000	126320000	154420000	132490000	141870000	114120000	123900000	135580000	157000000	117230000	134900000	120620000	72824000	139780000	86959000	115820000	66382000	117480000	117860000	103720000	113020000	116330000	53828000	127200000	135930000	125340000	141660000	145240000	163370000	85789000	84055000	98720000	89002000	117470000	115820000	105510000	148720000	118950000	95948000	173860000	111620000	139240000	114040000	129620000	118460000	65665000	104500000	116520000	129710000	61415000	99349000	145290000	129550000	125020000	149480000	76702000	117590000	162670000	113050000	139310000	110970000	13507000	119810000	111010000	116880000	133400000	108090000	142490000	159350000	114250000	142660000	90596000	134890000	116380000	102130000	107070000	128930000	193920000	154310000	129780000	144180000	139960000	132360000	132460000	103250000	101710000	117420000	122970000	102220000	134240000	112770000	117380000	68273000	123060000	41958000	141660000	160790000	146970000	96724000	129000000	160660000	118660000	117190000	130380000	109330000	131290000	139230000	101710000	99515000	140440000	132710000	14	14	14	71	71	71	20.9	0	49.054	7587600000	534	P61082;F7CDT0;F6WMC0;G5E919;Q8R352	P61082;F7CDT0;F6WMC0	NEDD8-conjugating enzyme Ubc12	Ube2m
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32991000	0	0	0	44063000	0	0	0	39525000	0	0	0	0	35290000	0	0	0	0	26665000	0	0	35434000	0	0	34819000	44885000	0	0	0	0	0	0	33155000	41114000	38978000	0	0	0	0	42879000	0	32756000	0	53396000	0	0	0	32694000	0	0	0	0	0	45734000	0	0	0	0	81134000	0	0	0	0	0	0	0	0	0	0	45260000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39067000	0	0	0	0	54287000	25067000	0	0	0	0	0	0	0	59930000	28482000	0	0	14	14	14	4.4	4.4	4.4	572.28	0.0080302	2.7439	1705500000	18	A2AN08;F6SSP6;Z4YMA7;Z4YLP1	A2AN08;F6SSP6	E3 ubiquitin-protein ligase UBR4	Ubr4
94148000	62483000	82324000	62937000	163360000	93220000	138480000	116920000	104280000	179300000	82437000	80090000	59812000	165910000	116460000	101720000	83291000	69519000	58912000	111210000	92286000	98298000	116240000	121750000	77998000	109400000	104900000	98755000	122190000	99612000	79060000	122890000	131460000	121040000	107780000	109590000	203590000	73721000	71643000	106390000	135450000	146520000	115410000	132020000	99089000	95699000	154590000	55266000	122130000	95008000	113790000	108940000	126280000	72184000	103810000	88955000	154660000	146570000	318340000	104460000	178990000	93508000	161360000	66257000	74051000	122310000	94683000	96858000	83854000	87090000	114770000	121090000	192600000	110130000	107370000	108070000	86244000	256460000	86732000	39705000	102140000	98990000	118020000	109720000	90044000	125670000	89619000	81303000	149280000	83527000	130050000	67322000	103400000	92888000	81975000	77273000	65265000	97800000	102830000	111830000	63627000	102590000	99470000	87422000	78415000	112400000	74979000	68863000	109430000	122400000	83043000	95372000	192060000	73177000	231410000	50133000	114880000	106090000	200750000	91697000	136460000	101250000	92027000	101840000	86777000	125200000	77416000	131590000	89872000	113290000	84534000	14	14	14	62.9	62.9	62.9	30.446	0	275.99	6688400000	751	G3UX26;Q60930;D3YZT5;D3YUN8	G3UX26;Q60930;D3YZT5	Voltage-dependent anion-selective channel protein 2	Vdac2
41112000	0	30465000	31310000	40916000	21559000	28882000	44161000	33879000	52168000	31239000	33003000	24713000	29394000	29334000	19869000	26555000	26847000	14706000	28363000	29915000	40485000	51870000	26235000	32994000	38879000	28323000	22929000	31349000	28043000	27333000	33846000	29727000	35247000	35588000	28143000	47789000	29828000	27206000	36790000	28760000	28829000	31507000	17602000	45242000	40199000	27993000	33325000	35068000	17857000	28570000	21059000	29358000	29663000	34041000	42771000	34967000	23176000	39298000	31816000	36581000	33404000	34768000	34336000	29245000	27225000	24246000	30184000	29363000	27787000	39731000	37802000	39337000	40973000	59071000	42198000	22044000	42145000	26590000	37715000	29366000	26386000	38827000	29719000	27135000	35706000	25089000	29552000	35641000	22766000	26365000	40147000	27352000	32428000	30944000	21817000	23338000	58314000	30404000	54861000	38801000	29852000	43147000	40754000	32523000	39487000	21059000	40788000	28058000	41975000	23349000	26513000	33400000	22007000	28570000	41172000	25641000	48488000	29713000	32908000	46201000	39125000	38472000	37115000	25957000	26134000	37694000	50365000	16079000	33457000	36671000	14	14	14	60.2	60.2	60.2	36.588	0	58.733	2076600000	267	P61965;Q3UNQ3;F6Q3W0	P61965;Q3UNQ3;F6Q3W0	WD repeat-containing protein 5	Wdr5
784700000	208080000	476610000	229650000	333770000	460830000	249010000	421510000	425570000	190670000	442060000	223820000	393710000	167120000	270450000	420750000	341310000	348480000	361060000	305700000	341720000	245530000	468520000	156760000	218240000	356520000	276170000	166970000	273630000	184140000	173500000	194750000	56505000	127530000	381610000	400060000	85416000	260690000	432920000	253660000	291740000	261440000	119700000	261310000	456170000	378780000	333690000	154690000	215020000	303810000	270050000	172220000	422930000	339530000	342460000	341350000	291790000	247950000	276800000	186660000	389010000	118800000	391400000	241650000	411540000	73472000	301530000	484850000	185770000	240200000	248180000	241970000	224140000	207670000	294010000	348180000	366250000	49604000	221410000	261190000	483100000	58065000	179190000	271890000	253920000	398490000	351030000	155740000	188730000	360560000	212490000	352270000	295600000	376770000	427000000	361120000	396960000	289940000	210990000	242850000	160960000	291570000	475430000	392030000	300790000	286210000	291570000	405200000	252600000	359770000	356860000	267110000	74165000	243750000	37578000	317320000	435330000	155350000	226210000	278400000	174680000	261730000	329510000	357940000	361980000	325280000	224920000	255110000	325640000	280270000	380200000	13	13	13	65.2	65.2	65.2	22.45	0	152.37	18782000000	1066	E9QN99;A0A087WPF8;A0A087WSR2;A0A087WRJ2;Q8VCR7;A0A087WP24;A0A1L1SUX1;A0A1L1SRH5	E9QN99;A0A087WPF8;A0A087WSR2;A0A087WRJ2;Q8VCR7;A0A087WP24	Alpha/beta hydrolase domain-containing protein 14B	Abhd14b
81589000	22840000	23675000	16295000	15987000	28217000	16829000	21143000	31546000	46882000	26388000	41438000	23537000	26357000	44001000	26040000	23276000	25086000	31057000	47218000	23650000	37758000	31893000	37491000	29332000	20466000	22951000	35806000	31114000	27231000	24593000	18338000	38830000	31508000	47219000	21234000	30409000	33943000	59649000	9958300	0	12697000	0	28339000	37141000	23237000	15598000	23366000	30605000	37554000	30601000	32390000	47552000	49582000	41893000	76208000	48414000	41263000	33873000	21366000	36800000	32386000	57620000	38790000	34616000	0	43994000	23155000	20974000	20538000	18973000	26380000	41508000	21203000	17302000	28695000	35955000	61976000	11061000	35196000	24024000	0	23066000	36993000	20205000	39103000	26038000	17772000	15955000	19686000	23966000	46550000	42442000	49426000	18594000	25598000	20412000	27467000	19274000	16970000	34270000	10545000	35850000	27118000	38918000	24024000	31078000	43283000	42824000	27331000	33049000	14028000	0	23083000	0	48212000	35013000	19100000	36573000	33367000	44580000	32811000	42285000	28009000	30819000	19827000	33195000	45354000	27424000	36590000	22822000	13	13	13	36.7	36.7	36.7	75.105	0	63.163	1930600000	228	Q05DT0;Q3UNK1;Q8BM29;Q8BJH2;Q05C56;Q9QYB5;Q9JLE2	Q05DT0;Q3UNK1;Q8BM29;Q8BJH2;Q05C56;Q9QYB5	Gamma-adducin	Add3
1481000000	4836900000	913390000	1249500000	661540000	1000500000	365780000	1028000000	789190000	1053100000	548450000	321950000	1255500000	441920000	553920000	1358900000	855650000	555790000	1217200000	1293200000	1014600000	635530000	1140000000	2176800000	621930000	1340500000	596420000	467800000	395280000	2238800000	1081500000	1543600000	5882500000	1275600000	1151200000	882890000	1625500000	630670000	1314600000	1898900000	792280000	641710000	3623100000	428450000	689460000	931430000	619250000	411660000	1081100000	1801200000	2747300000	2656200000	993890000	947800000	1036200000	571540000	658850000	899730000	635200000	1185200000	814220000	782170000	864930000	1084500000	1300700000	3372800000	535960000	642670000	336680000	2048200000	2409400000	793600000	505220000	994850000	825100000	1396600000	541120000	241820000	1447500000	466160000	965420000	11941000000	956790000	890870000	1236100000	576790000	1494800000	667150000	1037700000	1443800000	1542800000	1570900000	664170000	727230000	910730000	987900000	1290700000	717980000	461520000	1207400000	326750000	771900000	774600000	732920000	987060000	960270000	1331300000	726480000	1581500000	1070400000	1504700000	1453000000	4764900000	733440000	10806000000	166240000	647090000	806390000	414300000	1158400000	529780000	757420000	1123600000	1222800000	806640000	498060000	849170000	1770300000	1652700000	1564000000	978010000	14	14	13	47	47	47	37.325	0	323.31	76190000000	1917	Q3UEK9;Q3UEK5;Q3TIU3;P29699;O35399	Q3UEK9;Q3UEK5;Q3TIU3;P29699	Alpha-2-HS-glycoprotein	Ahsg
152050000	59198000	49245000	26005000	56151000	79753000	100180000	50138000	65182000	50724000	51998000	75804000	63325000	46862000	69103000	61681000	41842000	75673000	85010000	66703000	59266000	60721000	35664000	68501000	56478000	34682000	70348000	78907000	56825000	47506000	58597000	53437000	0	51635000	64089000	71099000	28014000	82843000	53034000	35952000	55073000	77742000	20031000	90550000	85246000	74000000	56613000	59745000	42042000	83046000	47964000	72302000	56950000	63729000	57417000	81168000	64979000	63065000	64054000	41021000	47285000	43087000	80353000	54297000	60504000	27043000	107580000	57355000	76236000	34916000	61873000	44686000	57382000	36561000	49521000	62261000	104190000	58506000	19892000	62223000	45924000	31347000	41284000	84015000	58579000	60033000	60086000	54465000	37208000	66515000	48420000	63949000	64798000	51098000	88092000	78923000	64675000	23445000	60715000	36570000	59867000	64892000	61815000	51834000	77797000	59344000	85449000	66593000	63073000	58734000	71079000	44795000	28224000	81438000	0	76428000	77902000	46523000	77307000	53907000	72629000	45042000	65546000	48268000	77355000	68193000	59127000	62032000	66769000	50755000	46534000	13	13	13	47.1	47.1	47.1	40.612	0	85.11	3783800000	471	Q8CG76	Q8CG76	Aflatoxin B1 aldehyde reductase member 2	Akr7a2
23812000	43469000	0	0	0	20162000	0	0	18305000	0	16480000	28376000	19920000	0	30507000	19941000	30856000	19614000	19158000	24784000	0	32460000	101110000	9757600	0	7643700	11117000	15499000	15860000	29195000	14369000	19823000	36223000	0	29443000	11488000	29720000	22321000	18810000	20794000	16390000	0	46787000	25741000	20428000	0	19485000	0	26326000	20580000	37142000	17353000	31191000	29843000	17284000	41184000	28783000	22006000	219500000	8114200	27090000	6881700	34403000	24052000	20201000	42966000	27610000	5563700	0	44096000	7325600	8902300	17086000	0	8111600	22063000	21146000	30049000	21914000	9955800	10428000	69662000	5243700	39150000	11453000	28361000	30404000	17364000	10000000	19125000	23549000	40919000	22673000	24745000	32849000	43636000	19908000	0	19032000	61244000	12784000	12726000	11013000	18919000	15986000	5648700	30555000	18332000	34683000	9006500	43437000	28368000	8944600	0	50018000	17075000	0	72445000	43132000	24040000	9757200	11584000	21355000	9348200	24883000	3288800	13689000	34507000	21621000	16235000	7543100	13	13	13	38.9	38.9	38.9	57.483	0	132.6	1402800000	259	Q9EQ79;Q8JZS4;Q3TQ02;B7XGA6;P09242;Q3TJD3;E9Q7P8;B1AXF5	Q9EQ79;Q8JZS4;Q3TQ02;B7XGA6;P09242;Q3TJD3	Alkaline phosphatase;Alkaline phosphatase, tissue-nonspecific isozyme	Alpl
330980000	218980000	600000000	954030000	555150000	514470000	467540000	335360000	377450000	269520000	523940000	420380000	340640000	229800000	305360000	381490000	439430000	453720000	434660000	310960000	368150000	330480000	557600000	307650000	477050000	517540000	567750000	312470000	420500000	370730000	405680000	517320000	229370000	341070000	281480000	558090000	213550000	485880000	331110000	513930000	470400000	461860000	299090000	392870000	356000000	448140000	479360000	571290000	429390000	322550000	243760000	281230000	352300000	330070000	369580000	50013000	317750000	326050000	288450000	380240000	419080000	425940000	295480000	326910000	424000000	327490000	350370000	535110000	438510000	244700000	287870000	420530000	317820000	366430000	421990000	273390000	458290000	440310000	548370000	362120000	544660000	68809000	409560000	300880000	458810000	407160000	356710000	479130000	385180000	513110000	328220000	442380000	399220000	351520000	493830000	365300000	558270000	673310000	510390000	502010000	201500000	595160000	420280000	422710000	365600000	230230000	330120000	408280000	301180000	400410000	441240000	390090000	306150000	345750000	72534000	238770000	396940000	659940000	269690000	351280000	371900000	452550000	365390000	541160000	442440000	453800000	409430000	390510000	422030000	363350000	556070000	17	17	13	55.5	55.5	51.4	28.537	0	227.69	25277000000	806	O35381;D3Z7M9;D3YYE1;F6UFG6;Q64G17	O35381;D3Z7M9;D3YYE1;F6UFG6	Acidic leucine-rich nuclear phosphoprotein 32 family member A	Anp32a
128280000	59513000	51478000	25538000	67403000	71564000	98722000	81128000	67341000	94572000	68843000	77054000	83792000	77566000	91810000	61508000	50465000	77932000	46283000	105060000	113370000	75809000	63953000	66218000	52135000	44702000	58446000	88398000	70459000	66115000	80920000	62014000	52136000	60450000	112560000	83405000	77103000	112960000	106110000	38703000	52259000	63359000	31580000	69716000	83539000	58245000	86563000	36631000	56424000	95888000	93923000	75605000	105230000	85033000	95398000	70763000	128030000	104200000	183730000	74883000	72427000	46857000	130070000	63383000	63515000	31173000	110770000	59536000	70408000	61966000	74511000	62575000	68840000	62369000	45276000	62676000	76057000	80620000	26026000	58265000	68322000	12928000	46178000	110110000	55251000	79357000	65292000	42581000	62247000	51600000	66410000	62006000	88280000	95300000	45886000	95101000	62522000	43742000	48966000	54701000	0	42432000	84293000	55193000	92244000	87866000	76103000	77710000	84983000	72665000	60848000	52099000	25508000	112010000	47579000	135210000	86242000	49351000	107860000	77548000	90329000	64409000	110090000	90412000	103610000	123440000	73018000	94335000	81049000	84699000	55166000	13	13	13	28.5	28.5	28.5	49.909	0	128.72	4690000000	530	Q922A2;Q3TJ49;Q07076;Q8CCV9;Q8BP75;Q3UYL7	Q922A2;Q3TJ49;Q07076;Q8CCV9;Q8BP75;Q3UYL7	Annexin;Annexin A7	Anxa7
43134000	0	22492000	0	26877000	21984000	31277000	26437000	0	34248000	16306000	0	12940000	24643000	21460000	0	17270000	14601000	18485000	26676000	0	14723000	21581000	43117000	22429000	18184000	17275000	27424000	28011000	30366000	36076000	23441000	0	26404000	46858000	28006000	47278000	44034000	34353000	19771000	29042000	24959000	0	32325000	25935000	25860000	34593000	0	14561000	27126000	0	0	31238000	28289000	26621000	45507000	68575000	37867000	42557000	17667000	26146000	28152000	38525000	18694000	20577000	0	32979000	14037000	26717000	23303000	0	16358000	0	0	23027000	24386000	26369000	49712000	0	0	18417000	0	27749000	34283000	27870000	20243000	0	19750000	24715000	20600000	31179000	0	19888000	22967000	4623100	30053000	15741000	17046000	0	12739000	30675000	9753800	28551000	22728000	34292000	19274000	28234000	24991000	28896000	25122000	12908000	18726000	0	19956000	0	34048000	21209000	22137000	0	0	43728000	0	32542000	32069000	28740000	16412000	0	40931000	22015000	30187000	18187000	13	13	13	19.2	19.2	19.2	56.784	0	25.208	1509700000	204	O35841;Q3UYQ4	O35841;Q3UYQ4	Apoptosis inhibitor 5	Api5
34813000	153420000	45829000	11254000	11931000	66931000	17324000	10809000	25164000	77017000	22595000	32507000	46760000	23426000	45356000	66312000	34091000	32913000	63296000	60322000	9333500	60474000	0	102210000	24583000	13510000	14676000	47557000	22418000	18517000	20916000	40005000	90161000	15448000	87577000	25684000	72876000	46488000	67605000	29662000	0	20646000	95016000	36877000	28459000	16330000	20591000	14212000	33834000	129000000	77020000	55834000	36312000	53065000	54654000	12428000	18161000	17146000	31696000	22434000	19070000	20244000	23414000	38643000	52448000	35417000	49609000	25207000	17247000	64001000	52600000	14611000	16746000	51937000	21387000	55180000	54928000	0	12667000	18652000	33738000	59330000	19138000	40143000	22825000	21666000	78105000	27379000	20791000	21399000	26072000	30994000	43323000	51732000	44075000	45853000	46259000	15238000	31326000	34074000	6922900	15211000	24404000	42300000	62043000	55475000	92471000	40054000	80992000	37058000	52080000	0	103660000	35886000	61423000	14728000	18845000	16832000	32249000	28428000	23392000	15729000	35172000	34957000	45278000	16397000	33090000	36340000	99220000	41107000	26888000	13	13	13	48.9	48.9	48.9	35.852	0	65.202	2349100000	284	Q6GTX3;Q4FK40;Q3UBS0;Q3TXU4;P08226;Q3UEE7;Q3TX45;A0A1B0GX15;G3UWN5;G3UZM8;Q3UF21	Q6GTX3;Q4FK40;Q3UBS0;Q3TXU4;P08226;Q3UEE7;Q3TX45;A0A1B0GX15;G3UWN5;G3UZM8	Apolipoprotein E	Apoe
